ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
สนามบินดอนเมือง,สยามพารากอน,2018-05-27,17:00-20:00,เปิดเทอม,60.0
สยามพารากอน,เซ็นทรัลเวิลด์,2018-04-21,06:00-09:00,วันธรรมดา,45.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2017-01-28,17:00-20:00,ปีใหม่,150.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2001-03-17,06:00-09:00,วันธรรมดา,25.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2014-08-15,17:00-20:00,วันธรรมดา,42.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2024-10-08,11:00-13:00,สงกรานต์,106.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2011-03-30,17:00-20:00,ปีใหม่,108.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2002-02-13,06:00-09:00,ปีใหม่,87.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2019-05-25,17:00-20:00,สงกรานต์,95.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2012-02-21,06:00-09:00,สงกรานต์,95.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2016-12-12,06:00-09:00,ปีใหม่,117.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,1999-01-04,11:00-13:00,สงกรานต์,118.0
ศูนย์ราชการแจ้งวัฒนะ,อนุสาวรีย์ชัยสมรภูมิ,2022-04-08,11:00-13:00,วันหยุดนักขัตฤกษ์,48.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2016-02-18,06:00-09:00,สงกรานต์,83.0
สยามพารากอน,สถานีขนส่งเอกมัย,2015-03-08,11:00-13:00,วันหยุดนักขัตฤกษ์,54.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2011-02-08,06:00-09:00,ปิดเทอม,45.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2020-04-15,11:00-13:00,วันธรรมดา,29.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2020-06-26,06:00-09:00,วันหยุดนักขัตฤกษ์,46.0
สนามบินดอนเมือง,สถานีหัวลำโพง,2024-01-07,11:00-13:00,ลอยกระทง,9.0
สถานีหัวลำโพง,สยามพารากอน,2008-04-03,17:00-20:00,วันธรรมดา,67.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2020-01-09,11:00-13:00,วันธรรมดา,57.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,2016-06-23,06:00-09:00,เปิดเทอม,41.0
ตลาดนัดจตุจักร,สยามพารากอน,2019-08-14,06:00-09:00,สงกรานต์,87.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2016-09-08,11:00-13:00,ลอยกระทง,56.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2004-05-10,06:00-09:00,ลอยกระทง,34.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2004-10-01,11:00-13:00,เปิดเทอม,19.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2000-05-18,06:00-09:00,สงกรานต์,131.0
สถานีขนส่งเอกมัย,สยามพารากอน,2008-01-16,11:00-13:00,วันหยุดนักขัตฤกษ์,31.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2022-05-23,11:00-13:00,ลอยกระทง,48.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,1999-08-28,11:00-13:00,ลอยกระทง,69.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2022-10-05,06:00-09:00,ปิดเทอม,41.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2006-04-27,06:00-09:00,เปิดเทอม,51.0
สนามบินสุวรรณภูมิ,สถานีขนส่งหมอชิต,2011-04-16,17:00-20:00,ปีใหม่,87.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2023-04-13,06:00-09:00,สงกรานต์,111.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2012-08-26,17:00-20:00,ลอยกระทง,15.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2001-09-07,11:00-13:00,ลอยกระทง,45.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2016-11-15,11:00-13:00,สงกรานต์,60.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2018-08-17,17:00-20:00,วันหยุดนักขัตฤกษ์,44.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2012-03-07,17:00-20:00,สงกรานต์,44.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2004-01-28,06:00-09:00,วันธรรมดา,58.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2016-09-10,06:00-09:00,วันธรรมดา,60.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2019-05-02,11:00-13:00,ปิดเทอม,45.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2018-02-04,17:00-20:00,ปีใหม่,114.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2009-12-02,06:00-09:00,สงกรานต์,86.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2017-01-09,17:00-20:00,ลอยกระทง,33.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2014-12-01,06:00-09:00,เปิดเทอม,109.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2017-12-30,17:00-20:00,สงกรานต์,83.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2008-09-01,17:00-20:00,สงกรานต์,75.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2017-07-25,17:00-20:00,เปิดเทอม,
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2017-11-18,11:00-13:00,เปิดเทอม,45.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2001-04-03,06:00-09:00,เปิดเทอม,83.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2021-08-31,17:00-20:00,วันธรรมดา,14.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2015-07-23,06:00-09:00,เปิดเทอม,32.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2015-06-06,17:00-20:00,วันหยุดนักขัตฤกษ์,65.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2002-12-21,17:00-20:00,วันหยุดนักขัตฤกษ์,22.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2001-08-28,17:00-20:00,วันธรรมดา,44.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2002-06-08,06:00-09:00,วันธรรมดา,64.0
สถานีหัวลำโพง,สยามพารากอน,2021-07-05,11:00-13:00,วันหยุดนักขัตฤกษ์,58.0
สยามพารากอน,ตลาดนัดจตุจักร,2001-12-30,11:00-13:00,ปีใหม่,139.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2015-09-27,06:00-09:00,ลอยกระทง,50.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2004-01-17,06:00-09:00,วันธรรมดา,42.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,1999-09-12,17:00-20:00,ปีใหม่,90.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2012-11-15,17:00-20:00,สงกรานต์,90.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2024-11-23,17:00-20:00,ลอยกระทง,59.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,2013-03-29,06:00-09:00,ปีใหม่,49.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2011-05-25,11:00-13:00,วันหยุดนักขัตฤกษ์,52.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2012-10-02,17:00-20:00,เปิดเทอม,40.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2017-12-31,11:00-13:00,ลอยกระทง,40.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2022-03-09,17:00-20:00,สงกรานต์,81.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2005-09-24,11:00-13:00,สงกรานต์,102.0
